id,pokemon,species_id,height,weight,base_experience,type_1,type_2,hp,attack,defense,special_attack,special_defense,speed,color_1,color_2,color_f,egg_group_1,egg_group_2,url_icon,generation_id,url_image
166,ledian,166,1.4,35.6,137,bug,flying,55,35,50,55,110,85,#A8B820,#A890F0,#A8AE52,bug,NA,//archives.bulbagarden.net/media/upload/1/10/166MS6.png,2,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/166.png
528,swoobat,528,0.9,10.5,149,psychic,flying,67,57,55,77,55,114,#F85888,#A890F0,#E465A1,flying,ground,//archives.bulbagarden.net/media/upload/d/d5/528MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/528.png
340,whiscash,340,0.9,23.6,164,water,ground,110,78,73,76,71,60,#6890F0,#E0C068,#859BCF,water2,NA,//archives.bulbagarden.net/media/upload/c/cd/340MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/340.png
92,gastly,92,1.3,0.1,62,ghost,poison,30,35,30,100,35,80,#705898,#A040A0,#7B5299,indeterminate,NA,//archives.bulbagarden.net/media/upload/e/e1/092MS6.png,1,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/092.png
412,burmy,412,0.2,3.4,45,bug,NA,40,29,45,29,45,36,#A8B820,NA,NA,bug,NA,//archives.bulbagarden.net/media/upload/3/33/412MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/412.png
753,fomantis,753,0.3,1.5,50,grass,NA,40,55,35,50,35,35,#78C850,NA,NA,plant,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/753.png
99,kingler,99,1.3,60,166,water,NA,55,130,115,50,50,75,#6890F0,NA,NA,water3,NA,//archives.bulbagarden.net/media/upload/f/fd/099MS6.png,1,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/099.png
4,charmander,4,0.6,8.5,62,fire,NA,39,52,43,60,50,65,#F08030,NA,NA,monster,dragon,//archives.bulbagarden.net/media/upload/7/7d/004MS6.png,1,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/004.png
303,mawile,303,0.6,11.5,133,steel,fairy,50,85,85,55,55,50,#B8B8D0,#EE99AC,#C5B0C7,ground,fairy,//archives.bulbagarden.net/media/upload/0/09/303MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/303.png
128,tauros,128,1.4,88.4,172,normal,NA,75,100,95,40,70,110,#A8A878,NA,NA,ground,NA,//archives.bulbagarden.net/media/upload/1/13/128MS6.png,1,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/128.png
238,smoochum,238,0.4,6,61,ice,psychic,45,30,15,85,65,65,#98D8D8,#F85888,#AFB8C4,no-eggs,NA,//archives.bulbagarden.net/media/upload/6/6d/238MS6.png,2,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/238.png
410,shieldon,410,0.5,57,70,rock,steel,30,42,118,42,88,30,#B8A038,#B8B8D0,#B8A55C,monster,NA,//archives.bulbagarden.net/media/upload/e/ec/410MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/410.png
333,swablu,333,0.4,1.2,62,normal,flying,45,40,60,40,75,50,#A8A878,#A890F0,#A8A295,flying,dragon,//archives.bulbagarden.net/media/upload/4/42/333MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/333.png
131,lapras,131,2.5,220,187,water,ice,130,85,80,85,95,60,#6890F0,#98D8D8,#73A1EA,monster,water1,//archives.bulbagarden.net/media/upload/a/ab/131MS6.png,1,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/131.png
723,dartrix,723,0.7,16,147,grass,flying,78,75,75,70,70,52,#78C850,#A890F0,#83BA76,flying,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/723.png
125,electabuzz,125,1.1,30,172,electric,NA,65,83,57,95,85,105,#F8D030,NA,NA,humanshape,NA,//archives.bulbagarden.net/media/upload/9/9b/125MS6.png,1,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/125.png
762,steenee,762,0.7,8.2,102,grass,NA,52,40,48,40,48,62,#78C850,NA,NA,plant,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/762.png
10095,pikachu-hoenn-cap,25,0.4,6,112,electric,NA,35,55,40,50,50,90,#F8D030,NA,NA,ground,fairy,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10095.png
240,magby,240,0.7,21.4,73,fire,NA,45,75,37,70,55,83,#F08030,NA,NA,no-eggs,NA,//archives.bulbagarden.net/media/upload/9/99/240MS6.png,2,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/240.png
